"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3265356";"";"None";"444.29";"1";"5.41";"10e";"Brc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1";"IC50";"'='";"39000.0";"nM";"4.41";"";"";"UO_0000065";"9.92";"0.21";"-1.00";"6.33";"0";"CHEMBL3268342";"Inhibition of human recombinant COX2 after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259642";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL1087267";"";"None";"461.33";"0";"4.82";"13j";"O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1100230";"Inhibition of human COX2 in IL-1-beta-stimulated human RASF cells assessed as PGF2alpha levels after 50 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"RASF";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL411894";"";"None";"429.42";"0";"3.95";"14";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)ccc2CS3)cc1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"17.88";"0.37";"3.73";"9.85";"1";"CHEMBL767759";"Inhibition of Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";""
"CHEMBL283196";"ALPHA-NAPHTHOFLAVONE";"None";"272.30";"0";"4.61";"ALPHA-NAPHTHOFLAVONE";"O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL145180";"";"None";"378.28";"0";"4.70";"55";"CC(=O)Oc1ccccc1SCCCCCCI";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"13.22";"0.38";"0.30";"19.01";"0";"CHEMBL760085";"Inhibitory concentration in DMSO with purified human Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131194";"1";"Scientific Literature";"J Med Chem";"1998";"None";""
"CHEMBL45197";"";"None";"412.46";"0";"4.68";"27";"CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1";"IC50";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"16.49";"0.34";"2.12";"13.09";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL43317";"";"None";"433.36";"0";"3.49";"86";"COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F";"IC50";"'='";"30.2";"nM";"7.52";"";"";"UO_0000065";"17.35";"0.35";"4.03";"8.62";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL111590";"";"None";"333.84";"0";"4.08";"159";"NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CCC2)cc1";"IC50";"'='";"3.02";"nM";"8.52";"";"";"UO_0000065";"25.52";"0.53";"4.44";"14.16";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL506";"PRIMAQUINE";"4.0";"259.35";"0";"2.78";"PRIMAQUINE";"COc1cc(NC(C)CCCN)c2ncccc2c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3290205";"";"None";"385.45";"0";"1.72";"6b";"CC(C)NC(=O)c1nc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"12.44";"0.24";"3.08";"4.00";"0";"CHEMBL3292007";"Inhibition of human recombinant COX2 using ADHP as substrate after 20 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286385";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL347147";"";"None";"384.43";"0";"3.45";"19";"CS(=O)(=O)c1ccc(-c2cnn(C3CC3)c(=O)c2-c2ccc(F)cc2)cc1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"18.10";"0.35";"3.51";"10.08";"0";"CHEMBL763938";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";""
"CHEMBL116343";"";"None";"330.38";"0";"3.39";"34";"Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"22.07";"0.43";"3.90";"14.03";"0";"CHEMBL762914";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"143982";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL111314";"";"None";"346.42";"0";"4.33";"7i";"COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1F";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"19.98";"0.39";"2.59";"15.96";"1";"CHEMBL760088";"In vitro inhibition of prostaglandin G/H synthase 2 (COX-2).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128591";"1";"Scientific Literature";"J Med Chem";"1995";"None";""
"CHEMBL29920";"";"None";"367.35";"0";"3.21";"1a";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"20.40";"0.41";"4.28";"9.61";"1";"CHEMBL763093";"In vitro inhibitory concentration required to block human recombinant prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130002";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL1080852";"";"None";"491.35";"0";"4.83";"30";"COc1ccc2c(c1)C(O)=C(C(=O)Nc1ccc(-c3ccc(Cl)c(Cl)c3)cc1)NS2(=O)=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1100221";"Inhibition of human COX2 in IL1-beta treated human FF cells assessed as blockade of SnCl2-mediated PGH2 to PGF2alpha conversion after 50 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FF";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1086610";"";"None";"489.38";"0";"4.94";"10";"O=C(Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1";"IC50";"'>'";"68000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1100221";"Inhibition of human COX2 in IL1-beta treated human FF cells assessed as blockade of SnCl2-mediated PGH2 to PGF2alpha conversion after 50 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"FF";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL2315857";"";"None";"453.97";"1";"5.06";"33";"O=C(N[C@@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2321396";"Inhibition of COX2 in human fetal fibroblast assessed as inhibition of IL-1beta-mediated PGE2 production after 50 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311506";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2315856";"";"None";"453.97";"1";"5.06";"34";"O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1";"IC50";"'='";"84.7";"nM";"7.07";"";"";"UO_0000065";"15.58";"0.30";"2.01";"10.46";"0";"CHEMBL2321396";"Inhibition of COX2 in human fetal fibroblast assessed as inhibition of IL-1beta-mediated PGE2 production after 50 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311506";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2315853";"";"None";"453.97";"0";"4.95";"37";"O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1";"IC50";"'='";"7560.0";"nM";"5.12";"";"";"UO_0000065";"11.28";"0.22";"0.17";"7.58";"0";"CHEMBL2321395";"Inhibition of COX2 in human whole blood assessed as PGE2 level incubated for 15 mins prior to substrate addition measured after 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311506";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2315860";"";"None";"391.90";"0";"3.36";"30";"O=C(N[C@H]1CC[C@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2321395";"Inhibition of COX2 in human whole blood assessed as PGE2 level incubated for 15 mins prior to substrate addition measured after 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311506";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL2283167";"";"None";"476.68";"1";"7.37";"M32";"C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"11.42";"0.22";"-1.93";"10.01";"0";"CHEMBL3076632";"Inhibition of COX2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045408";"1";"Scientific Literature";"Med Chem Res";"2013";"None";""
"CHEMBL325755";"";"None";"367.35";"0";"3.36";"18";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1";"IC50";"'='";"1850.0";"nM";"5.73";"";"";"UO_0000065";"15.61";"0.31";"2.37";"8.84";"0";"CHEMBL4328892";"Inhibition of recombinant human COX-2 expressed in Baculovirus infected sf9 cells using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 10 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325888";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL865";"VALDECOXIB";"4.0";"314.37";"0";"2.96";"20";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"26.41";"0.52";"5.34";"9.63";"0";"CHEMBL4328892";"Inhibition of recombinant human COX-2 expressed in Baculovirus infected sf9 cells using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition measured after 10 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325888";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3308860";""
"CHEMBL3823238";"";"None";"562.01";"1";"4.02";"7b";"Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"6940.0";"nM";"5.16";"";"";"UO_0000065";"9.18";"0.18";"1.14";"3.45";"0";"CHEMBL3825741";"Inhibition of human COX2 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3822383";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL127516";"BUTAMBEN";"4.0";"193.25";"0";"2.23";"BUTAMBEN";"CCCCOC(=O)c1ccc(N)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL710";"FINASTERIDE";"4.0";"372.55";"0";"3.81";"FINASTERIDE";"CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3823400";"";"None";"578.01";"1";"3.72";"7f";"COc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"10360.0";"nM";"4.99";"";"";"UO_0000065";"8.62";"0.17";"1.26";"3.14";"0";"CHEMBL3825741";"Inhibition of human COX2 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3822383";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL277515";"";"None";"372.47";"0";"3.95";"11d";"C=CCONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)O1";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"12.31";"0.23";"0.64";"5.72";"0";"CHEMBL655562";"IC50 against recombinant human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132621";"1";"Scientific Literature";"J Med Chem";"1999";"None";""
"CHEMBL3397715";"";"None";"502.50";"2";"7.66";"11";"CCCC/C(=C\c1cc(OCc2ccc(F)cc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3398723";"Inhibition of human recombinant COX2-mediated 12-HHT formation preincubated for 5 mins before arachidonic acid addition by HPLC analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3397016";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL106";"FLUCONAZOLE";"4.0";"306.28";"0";"0.74";"SID49666152";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3215298";"ABAMECTIN";"3.0";"1732.15";"None";"None";"ABAMECTIN";"CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL363102";"";"None";"367.41";"0";"3.61";"14";"CS(=O)(=O)c1ccc(-c2c(-c3cccc(F)c3)nn3ncccc23)cc1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"20.33";"0.39";"3.86";"11.61";"0";"CHEMBL833052";"Inhibition of human cyclooxygenase-2 expressed in COS cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL1200624";"ETHYNODIOL DIACETATE";"4.0";"384.52";"0";"4.43";"ETHYNODIOL DIACETATE";"C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL101168";"";"None";"134.14";"0";"0.15";"1-AMINOBENZOTRIAZOLE";"Nn1nnc2ccccc21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL17101";"";"None";"330.43";"0";"3.43";"5a";"Cc1nc(-c2ccccc2)c(-c2ccc(S(N)(=O)=O)cc2)s1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"22.46";"0.46";"3.99";"10.16";"0";"CHEMBL760087";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131679";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL19215";"METERGOLINE";"4.0";"403.53";"0";"4.06";"METERGOLINE";"CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL116683";"";"None";"381.82";"0";"2.99";"51g";"COc1cc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)ccc1F";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"21.21";"0.44";"5.11";"9.28";"0";"CHEMBL762914";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"143982";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL44926";"";"None";"385.34";"0";"3.34";"51";"NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.17";"0.37";"3.66";"8.98";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL67581";"";"None";"459.48";"0";"3.12";"22n";"COc1ccc(-n2nc(C(=O)CCCO[N+](=O)[O-])cc2-c2ccc(S(C)(=O)=O)cc2)cc1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"12.19";"0.24";"2.48";"4.29";"0";"CHEMBL760083";"Compound was evaluated for inhibition concentration of prostaglandin G/H synthase 2 in human blood";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149153";"1";"Scientific Literature";"J Med Chem";"2004";"None";""
